央视,#genre#
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安都市,http://111.20.105.60:6060/yinhe/2/ch00000090990000001595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安都市,http://39.135.89.100:6610/yinhe/2/ch00000090990000001595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安商务资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安商务资讯,http://111.20.105.60:6060/yinhe/2/ch00000090990000001732/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安商务资讯,http://39.135.89.100:6610/yinhe/2/ch00000090990000001732/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安影视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001769/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安影视,http://39.135.89.100:6610/yinhe/2/ch00000090990000001769/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安丝路,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安丝路,http://111.20.105.60:6060/yinhe/2/ch00000090990000001779/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安丝路,http://39.135.89.100:6610/yinhe/2/ch00000090990000001779/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安6,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安移动电视,http://stream2.xiancity.cn/xatv7/sd/live.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8
西安教育,http://111.20.105.60:6060/yinhe/2/ch00000090990000001789/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安教育,http://39.135.89.100:6610/yinhe/2/ch00000090990000001789/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
长安1,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225896/index.m3u8
长安1,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225841/index.m3u8
咸阳1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226372/1.m3u8
咸阳1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001799/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
咸阳1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001799/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
咸阳1,http://player.juyun.tv/tv/29377114.m3u8
咸阳2,http://player.juyun.tv/tv/29378164.m3u8
咸阳2,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226041/index.m3u8
宝鸡1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001829/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宝鸡1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226381/1.m3u8
宝鸡1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001586/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宝鸡2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宝鸡2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001737/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宝鸡2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226382/1.m3u8
宝鸡2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001736/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
榆林1,http://live.ylwltv.com:8089/live/576p-yltv1.m3u8
榆林1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
榆林1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001710/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
榆林1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001710/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
榆林2,http://live.ylwltv.com:8089/live/576p-yltv2.m3u8
延安1,http://live.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
延安1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226386/1.m3u8
延安1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
延安1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001596/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
延安1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001819/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
延安2,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延安2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226387/1.m3u8
延安2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
延安2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001733/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
延安2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001740/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
铜川1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001735/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
铜川1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001735/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
铜川2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
铜川2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001770/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
铜川2,http://39.135.89.100:6610/yinhe/2/ch00000090990000001770/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
渭南新闻综合,http://111.20.105.60:6060/yinhe/2/ch00000090990000001585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
渭南新闻综合,http://39.135.89.100:6610/yinhe/2/ch00000090990000001585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
渭南新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
渭南新闻综合,http://stream1.hshan.com/xwzh/sd/live.m3u8
渭南公共,http://stream1.hshan.com/hspd/sd/live.m3u8
渭南3,http://stream1.hshan.com/ggpd/sd/live.m3u8
商洛1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001734/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
商洛1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001734/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
商洛1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
商洛2-,
汉中1,http://live.hzrtvs.com/channel1/sd/live.m3u8
汉中1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001438/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中1,http://111.20.105.60:6060/yinhe/2/ch00000090990000001497/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001438/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中1,http://39.135.89.100:6610/yinhe/2/ch00000090990000001497/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中2,http://live.hzrtvs.com/channel2/sd/live.m3u8
汉中2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001262/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中2,http://111.20.105.60:6060/yinhe/2/ch00000090990000001439/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中2,http://39.135.89.100:6610/yinhe/2/ch00000090990000001262/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中2,http://39.135.89.100:6610/yinhe/2/ch00000090990000001439/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225990/1.m3u8
汉中3,http://111.20.105.60:6610/yinhe/2/ch00000090990000001263/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中3,http://39.135.89.100:6610/yinhe/2/ch00000090990000001263/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225991/1.m3u8
卫视,#genre#
湖南卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
江苏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
浙江卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
东方卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
广东卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
北京卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
天津卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
山东卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
湖北卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
重庆卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
黑龙江卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
河北卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221227001/1.m3u8$1 1080p 8M
河北卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8$2 1080p 8M
安徽卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
辽宁卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 1080p 8M
东南卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226877/1.m3u8$1 1080p 6M
东南卫视,http://39.134.39.39/PLTV/88888888/224/3221226309/index.m3u8$2 1080p 8M
江西卫视,http://39.135.230.73/ott.fj.chinamobile.com/PLTV/88888888/224/3221227094/index.m3u8$1 1080p 8M
江西卫视,http://39.134.39.39/PLTV/88888888/224/3221226305/index.m3u8$2 1080p 8M
四川卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227006/index.m3u8$1 1080p 6M
四川卫视,http://39.134.39.39/PLTV/88888888/224/3221226307/index.m3u8$2 1080p 6M
广西卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls$1 1080p 8M
广西卫视,http://ivi.bupt.edu.cn/hls/gxhd.m3u8$2 1080p 4M
广西卫视,http://hdtv.haust.edu.cn/hls/gxhd.m3u8$3 1080p 4M
广西卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$4 576p 2M
云南卫视,https://hwfee.yunshicloud.com:443/8xughf/e0bx15.m3u8$1 1080p 4M
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8$2 720p 2M
云南卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001046/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$3 576P 2M
河南卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226947/index.m3u8$1 1080p 8M
河南卫视,http://ivi.bupt.edu.cn/hls/hnhd.m3u8$2 1080P
河南卫视,http://101.71.255.229:6610/zjhs/2/10153/1000.m3u8?virtualDomain=zjhs.live_hls.zte.com$3 720P 2M
陕西卫视,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8$1 1080p 8M
陕西卫视,http://39.135.89.100:6610/yinhe/2/ch00000090990000001539/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
贵州卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227060/index.m3u8$1 1080p 8M
贵州卫视,http://39.134.39.39/PLTV/88888888/224/3221226276/index.m3u8$2 1080p 8M
贵州卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8$3 1080p 8M
吉林卫视,http://39.135.230.88/ott.fj.chinamobile.com/PLTV/88888888/224/3221226967/index.m3u8$1 1080p 8M
吉林卫视,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls$2 1080p 8M
吉林卫视,http://101.71.255.229:6610/zjhs/2/10149/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$3 720p 2M
吉林卫视,http://ivi.bupt.edu.cn/hls/jlhd.m3u8$4 1080p 4M
吉林卫视,http://stream4.jlntv.cn/test2/sd/live.m3u8$5 1080p 2M
旅游卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227000/index.m3u8$1 1080p 8M
旅游卫视,http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8$2 1080p 8M
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8$1 1080p 8M
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8$1 1080p 2M
青海卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001033/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
宁夏卫视,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6$1 540P 1M
宁夏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
山西卫视,http://httpdvb.slave.shuliyun.com:13164/playurl.m3u8?accesstoken=S102FA4EV1FC5648TA23EA54JBEBECE54M1CF0B14ID199CAB7PBBAB5&playtoken=&programid=4200000166&playtype=live&protocol=hls
山西卫视,http://live1.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiTV&start=0&provider=www.tvmining.com
山西卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/playlist.m3u8$1 1080p 2M
内蒙古卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8$1 1080p 4M
新疆卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
西藏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 576P 2M
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
澳门,http://61.244.22.4/ch3/_definst_/ch3.live/chunklist_w248237998.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/chunklist_w72827378.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/playelist.m3u8?checkedby:hlscat.com
澳门,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
中视,P2p://ns2.hellotvvod.com:9906/b38bd7674fa04ed7bb60a3e5b4c34bab
北京,#genre#
北京卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京新闻,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京新闻,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9hd.m3u8
北京财经,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京财经,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京生活,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京影视,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京影视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4hd.m3u8
北京文艺,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京文艺,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226559/1.m3u8
北京科教,rtmp://58.200.131.2:1935/livetv/btv3hd
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京青年,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
北京青年,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
卡酷少儿,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
卡酷少儿,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
北京纪实,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京纪实,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京纪实,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8
北京国际,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226510/1.m3u8
北京国际,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226510/1.m3u8
IPTV4K超清,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
IPTV4K超清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
IPTV淘娱乐,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
IPTV淘娱乐,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
IPTV淘电影,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘电影,http://39.134.134.85:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8

IPTV淘剧场,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘剧场,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘BABY,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
IPTV淘BABY,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
IPTV萌宠TV,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
IPTV萌宠TV,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
IPTV大健康,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8
IPTV大健康,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8
DOXTV音像世界,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226048/1/index.m3u8?fmt=ts2hls
DOXTV音像世界,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=yxsj
百姓健康,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900066&playtoken=ABCDEFGHI
百姓健康,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226021/index.m3u8
四海钓鱼,http://223.113.54.41/live.cache.cmvideo.cn:8088/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?&encrypt=
四海钓鱼,http://live.rxip.sc96655.com/live/shdy_4000.m3u8
四海钓鱼,http://125.210.152.18:9090/live/SHDY.m3u8
四海钓鱼,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226025/index.m3u8
四海钓鱼,http://39.134.176.148/PLTV/88888888/224/3221226533/index.m3u8
四海钓鱼,http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
置业频道,http://111.20.105.60:6060/yinhe/2/ch00000090990000001318/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
京视剧场,http://111.20.105.60:6060/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
车迷频道,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229410/01.m3u8?fmt=ts2hls
车迷频道,http://39.134.176.148/PLTV/88888888/224/3221226837/index.m3u8
车迷频道,http://112.17.40.148/PLTV/88888888/224/3221226837/index.m3u8
优优宝贝,http://125.210.152.18:9090/live/YYBB.m3u8
优优宝贝,http://112.17.40.140/PLTV/88888888/224/3221226829/index.m3u8
优优宝贝,http://120.221.165.62/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226023/index.m3u8
优优宝贝,http://39.134.176.148/PLTV/88888888/224/3221226829/index.m3u8
弈坛春秋,http://111.20.105.60:6060/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
家庭理财,http://111.20.105.60:6060/yinhe/2/ch00000090990000001321/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
GTV游戏竞技,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226162/1/index.m3u8?fmt=ts2hls
GTV游戏竞技,http://hdtv.haust.edu.cn/hls/hls112.m3u8
GTV游戏竞技,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000142
GTV网络棋牌,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240319_1/playlist.m3u8?CONTENTID=00000110240319_1
GTV网络棋牌,http://hdtv.haust.edu.cn/hls/hls65.m3u8
CEC1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
清华大学,https://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
上海,#genre#
东方卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海新闻综合,http://183.207.255.190/live/program/live/xwzhhd/4000000/mnf.m3u8
上海新闻综合,http://140.207.241.2:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海新闻综合,http://117.156.28.119/PLTV/88888888/224/3221225683/1.m3u8
上海新闻综合,http://39.134.39.39/PLTV/88888888/224/3221225651/index.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海都市,http://39.134.39.38/PLTV/88888888/224/3221226168/index.m3u8
上海都市,http://39.134.168.91/PLTV/1/224/3221225610/index.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
东方影视,http://39.134.168.76/PLTV/1/224/3221225612/index.m3u8
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海外语,http://39.134.39.39/PLTV/88888888/224/3221226199/index.m3u8
上海外语,http://117.156.28.119/PLTV/88888888/224/3221225639/index.m3u8
上海外语,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225615/1.m3u8
五星体育,http://183.207.255.190/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
五星体育,http://39.134.39.39/PLTV/88888888/224/3221225675/index.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
